Rank,Exam_Score,Hours_Studied,Attendance,Extracurricular_Activities,Sleep_Hours,Tutoring_Sessions,Teacher_Quality
4477,65,19,80,Yes,9,0,Medium
4477,65,17,67,No,8,0,Medium
4477,65,20,61,No,8,0,High
4477,65,21,73,No,6,1,Medium
4477,65,14,74,Yes,7,2,Medium
4477,65,15,78,No,4,2,High
4477,65,21,61,Yes,6,3,High
4477,65,28,73,Yes,7,0,Medium
4477,65,15,67,Yes,4,1,Medium
4477,65,23,84,Yes,9,1,High
4477,65,13,76,Yes,10,4,Low
4477,65,24,69,Yes,6,0,High
4477,65,18,81,Yes,6,1,Medium
4477,65,14,65,Yes,9,3,High
4477,65,23,62,No,6,5,Medium
4477,65,28,62,No,9,1,Medium
4477,65,28,67,No,8,0,Medium
4477,65,9,69,Yes,10,2,Medium
4477,65,20,71,No,5,1,High
4477,65,16,69,Yes,4,4,Low
4477,65,30,70,No,9,1,Medium
4477,65,22,73,No,6,1,Medium
4477,65,23,64,No,4,2,Medium
4477,65,24,76,Yes,8,3,Medium
4477,65,20,61,No,9,1,Low
4477,65,21,70,No,6,3,Low
4477,65,21,75,Yes,8,1,Medium
4477,65,20,64,Yes,6,3,High
4477,65,14,75,No,8,3,Medium
4477,65,24,62,Yes,6,2,Medium
4477,65,21,70,Yes,8,1,High
4477,65,11,82,No,8,1,Medium
4477,65,20,94,No,7,0,Medium
4477,65,19,75,Yes,5,0,Medium
4477,65,23,62,Yes,7,1,Medium
4477,65,19,94,No,7,0,Medium
4477,65,20,69,No,10,2,High
4477,65,17,68,Yes,7,2,Medium
4477,65,14,82,Yes,4,1,Medium
4477,65,9,78,No,6,0,High
4477,65,21,79,Yes,7,0,Medium
4477,65,20,65,Yes,8,0,Medium
4477,65,19,79,Yes,8,2,Low
4477,65,13,77,No,6,2,Medium
4477,65,14,90,Yes,9,0,Medium
4477,65,15,70,No,6,0,Medium
4477,65,23,82,Yes,8,0,High
4477,65,18,79,Yes,7,1,High
4477,65,14,80,Yes,6,0,High
4477,65,26,63,No,5,0,Medium
4477,65,15,72,Yes,9,4,High
4477,65,14,65,Yes,5,5,Medium
4477,65,13,66,No,6,1,High
4477,65,17,82,Yes,6,2,Low
4477,65,18,90,No,6,1,Medium
4477,65,7,93,Yes,9,1,Low
4477,65,10,100,No,5,2,Low
4477,65,9,89,No,10,1,High
4477,65,11,83,Yes,5,2,Medium
4477,65,7,88,Yes,6,0,Medium
4477,65,21,61,Yes,8,1,
4477,65,24,63,No,8,3,Medium
4477,65,17,72,No,8,2,High
4477,65,19,84,No,9,1,Medium
4477,65,16,70,Yes,8,3,Medium
4477,65,22,61,No,7,3,Low
4477,65,16,76,Yes,5,0,High
4477,65,21,80,Yes,6,1,Medium
4477,65,22,72,No,6,1,High
4477,65,20,70,No,8,2,High
4477,65,24,63,Yes,8,1,Medium
4477,65,32,64,Yes,9,1,Medium
4477,65,23,70,Yes,8,0,Medium
4477,65,12,97,Yes,6,1,Medium
4477,65,21,70,No,8,2,Medium
4477,65,21,66,Yes,7,1,Medium
4477,65,22,71,Yes,7,2,High
4477,65,20,81,No,8,1,Medium
4477,65,16,84,Yes,5,2,Medium
4477,65,22,71,Yes,8,0,High
4477,65,10,75,Yes,8,2,Medium
4477,65,19,84,Yes,7,2,Medium
4477,65,19,68,No,6,2,Medium
4477,65,22,66,Yes,9,3,High
4477,65,22,69,Yes,8,1,High
4477,65,16,72,No,5,1,High
4477,65,20,66,Yes,6,0,High
4477,65,17,66,Yes,8,4,High
4477,65,17,65,Yes,8,1,Medium
4477,65,20,67,No,10,1,Medium
4477,65,16,71,Yes,7,1,Low
4477,65,18,70,Yes,7,1,High
4477,65,13,73,No,8,0,High
4477,65,21,71,Yes,6,1,Medium
4477,65,11,79,Yes,8,2,Medium
4477,65,15,63,Yes,6,4,Medium
4477,65,21,70,Yes,7,1,Medium
4477,65,21,74,Yes,8,1,Medium
4477,65,15,78,Yes,7,0,Medium
4477,65,16,76,No,7,0,Medium
4477,65,13,78,No,7,0,High
4477,65,16,64,Yes,7,5,Low
4477,65,7,96,No,6,1,Medium
4477,65,14,80,No,10,1,Medium
4477,65,9,64,Yes,6,6,High
4477,65,16,66,Yes,7,1,Medium
4477,65,6,80,Yes,9,5,Medium
4477,65,16,67,Yes,6,0,Low
4477,65,15,80,No,8,1,Medium
4477,65,23,78,No,9,1,High
4477,65,22,67,Yes,7,1,Low
4477,65,21,76,Yes,4,0,Low
4477,65,9,91,No,4,2,Medium
4477,65,6,83,No,6,1,Medium
4477,65,10,75,Yes,4,3,High
4477,65,19,66,No,8,2,High
4477,65,16,79,Yes,6,2,High
4477,65,13,86,No,7,0,Medium
4477,65,23,77,No,8,1,Low
4477,65,15,61,Yes,6,2,High
4477,65,22,74,Yes,6,0,Low
4477,65,21,70,No,7,0,High
4477,65,23,62,Yes,9,3,Medium
4477,65,28,69,Yes,7,1,Medium
4477,65,27,63,Yes,7,1,High
4477,65,19,76,Yes,9,1,Medium
4477,65,18,81,Yes,7,0,Medium
4477,65,21,82,No,9,0,Medium
4477,65,24,76,No,5,1,Medium
4477,65,21,68,Yes,8,3,Medium
4477,65,23,62,Yes,6,0,Medium
4477,65,21,69,Yes,10,2,Medium
4477,65,17,74,Yes,8,1,High
4477,65,20,62,Yes,10,5,Medium
4477,65,18,70,No,7,1,Medium
4477,65,22,73,Yes,7,3,Medium
4477,65,15,84,Yes,7,1,High
4477,65,16,76,No,6,3,Medium
4477,65,18,66,Yes,7,4,Medium
4477,65,20,66,Yes,8,2,High
4477,65,13,100,Yes,4,3,Low
4477,65,15,91,Yes,10,0,High
4477,65,10,94,No,9,3,Low
4477,65,18,81,No,9,1,Medium
4477,65,18,74,No,8,1,High
4477,65,5,96,Yes,8,3,Medium
4477,65,22,65,No,8,2,Medium
4477,65,28,68,Yes,9,0,Medium
4477,65,17,81,No,9,0,Medium
4477,65,14,93,Yes,5,0,High
4477,65,19,73,Yes,7,1,Medium
4477,65,20,76,No,6,2,High
4477,65,23,64,Yes,6,2,Medium
4477,65,24,67,No,9,2,Low
4477,65,16,75,Yes,8,0,Medium
4477,65,8,68,Yes,7,2,High
4477,65,26,72,No,8,2,Low
4477,65,20,68,Yes,6,4,Medium
4477,65,27,60,No,6,3,Low
4477,65,13,82,No,7,1,Low
4477,65,17,79,Yes,10,3,High
4477,65,18,70,Yes,4,1,High
4477,65,19,81,Yes,10,1,High
4477,65,6,84,Yes,6,1,Medium
4477,65,25,63,No,6,1,High
4477,65,15,75,No,6,1,Medium
4477,65,23,68,Yes,8,1,Low
4477,65,20,72,Yes,9,4,Medium
4477,65,22,67,Yes,10,1,Medium
4477,65,15,78,Yes,9,2,Medium
4477,65,21,76,Yes,6,2,High
4477,65,12,80,Yes,6,0,High
4477,65,15,77,Yes,5,2,Medium
4477,65,13,75,Yes,5,3,Medium
4477,65,21,76,Yes,7,3,Medium
4477,65,15,80,Yes,4,1,Medium
4477,65,20,71,Yes,6,1,Medium
4477,65,21,65,No,6,3,High
4477,65,15,77,Yes,7,0,High
4477,65,19,65,Yes,5,2,High
4477,65,15,75,No,8,1,High
4477,65,24,79,No,7,0,High
4477,65,27,63,Yes,8,1,Medium
4477,65,21,80,No,7,0,Low
4477,65,22,65,No,7,2,High
4477,65,14,77,No,8,2,High
4477,65,16,74,No,8,5,Medium
4477,65,19,62,Yes,8,1,Medium
4477,65,29,73,Yes,7,1,Medium
4477,65,21,75,Yes,7,1,Medium
4477,65,18,68,No,8,1,Medium
4477,65,15,88,Yes,6,0,Medium
4477,65,20,83,No,6,2,Medium
5156,64,20,67,Yes,7,1,Medium
5156,64,18,72,Yes,8,2,Medium
5156,64,22,63,Yes,4,0,High
5156,64,12,69,Yes,7,2,High
5156,64,18,67,No,5,0,Medium
5156,64,18,69,Yes,5,1,High
5156,64,17,70,Yes,6,2,Medium
5156,64,23,66,No,7,1,Medium
5156,64,14,65,No,9,4,
5156,64,24,61,No,6,0,Medium
5156,64,12,80,Yes,7,1,High
5156,64,15,65,Yes,7,1,Medium
5156,64,11,82,Yes,8,1,Medium
5156,64,12,68,Yes,6,2,Medium
5156,64,13,84,No,10,1,High
5156,64,11,78,Yes,7,2,Medium
5156,64,12,71,Yes,8,2,Medium
5156,64,16,67,No,9,2,Medium
5156,64,24,61,No,5,3,High
5156,64,23,67,No,9,2,High
5156,64,18,64,Yes,5,1,Medium
5156,64,21,65,Yes,8,1,
5156,64,17,79,No,8,1,Medium
5156,64,22,69,No,8,0,High
5156,64,25,68,Yes,8,2,
5156,64,22,63,Yes,7,2,High
5156,64,14,69,Yes,4,1,Medium
5156,64,19,68,Yes,8,1,Medium
5156,64,7,84,No,7,1,Medium
5156,64,17,68,Yes,9,1,High
5156,64,21,71,Yes,8,3,Medium
5156,64,9,90,Yes,8,0,Medium
5156,64,24,65,Yes,7,1,Medium
5156,64,19,67,No,8,1,Low
5156,64,24,70,No,6,1,Medium
5156,64,16,70,Yes,4,0,Medium
5156,64,20,66,No,8,1,
5156,64,29,72,No,5,0,Medium
5156,64,6,76,Yes,8,5,Medium
5156,64,18,79,No,4,2,Medium
5156,64,19,65,No,10,2,High
5156,64,24,68,Yes,8,1,Low
5156,64,17,65,No,9,1,Medium
5156,64,21,77,Yes,7,2,High
5156,64,24,63,Yes,8,0,High
5156,64,5,97,Yes,7,2,Medium
5156,64,22,80,No,4,1,Medium
5156,64,18,63,No,8,1,Medium
5156,64,14,75,Yes,6,0,High
5156,64,16,81,No,6,3,Low
5156,64,17,68,Yes,6,0,Medium
5156,64,10,92,Yes,6,0,Medium
5156,64,20,77,No,8,1,Medium
5156,64,7,89,Yes,6,3,High
5156,64,22,72,Yes,9,0,Medium
5156,64,17,71,Yes,6,3,Medium
5156,64,7,74,No,10,1,Medium
5156,64,20,61,No,5,1,Medium
5156,64,20,75,No,7,0,Medium
5156,64,18,73,Yes,8,0,Medium
5156,64,12,79,No,5,1,Low
5156,64,19,80,No,6,1,Medium
5156,64,18,72,No,9,2,Medium
5156,64,20,86,No,8,2,Medium
5156,64,14,76,No,7,3,Medium
5156,64,12,79,Yes,7,2,Medium
5156,64,13,91,Yes,9,1,Medium
5156,64,18,80,Yes,8,1,High
5156,64,27,64,No,5,1,High
5156,64,21,63,Yes,9,2,Medium
5156,64,5,93,No,7,2,High
5156,64,20,62,No,4,1,Low
5156,64,20,66,Yes,6,1,High
5156,64,9,81,Yes,7,2,Medium
5156,64,29,60,No,7,0,Medium
5156,64,17,67,No,9,1,Low
5156,64,14,77,Yes,6,1,High
5156,64,9,93,Yes,7,0,Low
5156,64,16,77,No,10,1,Medium
5156,64,11,87,No,8,1,Medium
5156,64,11,75,Yes,9,1,High
5156,64,20,65,No,6,1,High
5156,64,11,70,Yes,6,2,Medium
5156,64,11,78,No,8,1,Medium
5156,64,25,62,No,6,1,Medium
5156,64,20,71,Yes,8,0,Medium
5156,64,14,72,No,8,4,Medium
5156,64,23,75,Yes,7,1,Low
5156,64,13,72,No,8,1,High
5156,64,20,62,Yes,7,1,Low
5156,64,15,64,Yes,7,2,High
5156,64,25,64,Yes,4,1,Medium
5156,64,15,68,Yes,5,3,High
5156,64,15,71,No,6,5,Medium
5156,64,19,81,Yes,6,1,Low
5156,64,23,62,No,8,3,Low
5156,64,10,81,No,8,1,Low
5156,64,16,79,No,8,2,Medium
5156,64,4,91,No,4,3,Medium
5156,64,20,76,No,9,2,Medium
5156,64,7,73,Yes,7,1,High
5156,64,20,87,No,8,1,Medium
5156,64,25,66,No,4,0,Medium
5156,64,26,64,Yes,9,2,High
5156,64,16,67,No,9,1,High
5156,64,14,67,Yes,5,0,Medium
5156,64,29,61,No,9,0,Medium
5156,64,17,81,Yes,8,0,Medium
5156,64,19,65,No,9,4,High
5156,64,19,77,No,9,4,Medium
5156,64,17,61,Yes,9,1,High
5156,64,12,82,No,6,3,Medium
5156,64,22,66,Yes,6,0,Low
5156,64,12,92,No,6,0,High
5156,64,15,77,Yes,5,1,Medium
5156,64,16,83,No,5,2,Medium
5156,64,24,62,No,7,1,Low
5156,64,22,77,No,10,2,Medium
5156,64,24,68,Yes,7,1,Low
5156,64,15,68,No,8,3,High
5156,64,22,63,Yes,8,2,Medium
5156,64,17,65,No,6,5,Medium
5156,64,22,65,Yes,7,1,High
5156,64,9,82,Yes,6,2,High
5156,64,20,63,Yes,4,0,Medium
5156,64,18,66,Yes,7,0,Medium
5156,64,12,91,Yes,8,0,Low
5156,64,17,64,Yes,7,1,Medium
5156,64,14,73,Yes,6,2,Medium
5156,64,22,76,No,5,0,High
5156,64,16,75,Yes,10,0,Low
5156,64,9,87,Yes,6,1,Medium
5156,64,15,67,Yes,9,0,Medium
5156,64,17,68,No,8,2,Medium
5156,64,21,62,Yes,6,0,High
5156,64,18,66,No,4,2,Medium
5156,64,21,65,Yes,7,2,High
5156,64,21,65,Yes,6,1,High
5156,64,19,63,No,7,1,Medium
5156,64,26,61,Yes,6,2,Medium
5156,64,22,71,Yes,7,1,Low
5156,64,18,68,No,7,0,Medium
5156,64,21,72,Yes,5,1,Medium
5156,64,22,86,No,6,2,Medium
5156,64,21,60,No,7,0,High
5156,64,19,67,No,5,0,Medium
5156,64,19,66,No,8,1,Medium
5156,64,12,88,No,6,2,Medium
5156,64,11,78,Yes,8,2,Medium
5156,64,10,82,No,8,3,High
5156,64,14,71,Yes,8,2,High
5156,64,24,63,Yes,6,1,High
5156,64,15,74,Yes,4,3,Medium
5156,64,11,62,Yes,5,3,Medium
5156,64,12,90,Yes,6,1,Medium
5156,64,21,67,No,7,3,Medium
5156,64,16,78,No,6,0,Low
5156,64,24,65,No,7,1,Medium
5156,64,16,66,Yes,5,3,Medium
5156,64,25,69,Yes,7,0,High
5156,64,20,69,No,6,0,Medium
5156,64,19,62,No,5,2,High
5156,64,20,66,No,6,0,Medium
5156,64,15,67,Yes,8,0,High
5156,64,19,64,No,6,1,Medium
5156,64,11,79,Yes,7,1,Medium
5156,64,10,76,Yes,8,2,High
5156,64,20,76,No,7,2,High
5156,64,24,62,No,6,2,Low
5156,64,14,83,Yes,9,1,Low
5156,64,14,70,Yes,9,3,Medium
5156,64,25,63,No,7,0,High
5156,64,6,93,No,7,0,Medium
5156,64,17,66,No,5,0,High
5156,64,23,69,Yes,7,1,Medium
5156,64,16,66,Yes,8,3,Medium
5156,64,15,84,No,6,1,Medium
5156,64,26,65,No,7,3,Medium
5156,64,16,73,Yes,8,1,Medium
5156,64,22,72,Yes,10,1,Medium
5156,64,27,63,No,6,0,Medium
5156,64,15,73,No,7,1,Medium
5156,64,25,70,Yes,8,3,Medium
5156,64,18,74,No,6,1,Medium
5156,64,24,68,Yes,10,1,Medium
5156,64,13,90,No,5,0,Medium
5156,64,17,77,Yes,6,3,Medium
5156,64,13,75,Yes,7,1,High
5156,64,18,74,Yes,6,2,High
5156,64,21,66,Yes,7,0,Medium
5156,64,16,79,Yes,9,1,Medium
5156,64,12,68,Yes,7,1,Low
5156,64,19,67,Yes,8,2,Medium
5156,64,22,61,Yes,6,4,Medium
5156,64,22,65,No,7,2,High
5156,64,12,87,Yes,7,2,Medium
5156,64,14,81,No,6,0,Medium
5156,64,20,79,Yes,6,2,Medium
5156,64,23,75,No,7,1,Medium
5156,64,22,61,Yes,10,1,High
5156,64,15,80,No,9,3,Medium
5156,64,17,68,Yes,4,0,Medium
5156,64,11,85,Yes,4,0,High
5156,64,24,61,No,7,0,Medium
5156,64,19,63,Yes,7,2,Medium
5156,64,16,68,Yes,7,1,High
5156,64,5,92,Yes,9,2,Medium
5156,64,23,68,Yes,9,0,Medium
5156,64,20,63,Yes,8,3,Medium
5156,64,21,60,Yes,9,2,Medium
5156,64,20,69,No,7,2,Medium
5156,64,23,63,Yes,6,1,Medium
5156,64,14,81,Yes,6,2,High
5156,64,18,73,No,8,1,High
5156,64,11,97,Yes,7,0,Medium
5156,64,20,64,No,8,3,Low
5156,64,14,79,Yes,5,3,Medium
5156,64,19,63,Yes,7,2,High
5156,64,19,75,No,8,0,Medium
5156,64,13,85,Yes,7,0,Medium
5156,64,26,64,No,6,1,Medium
5156,64,10,85,Yes,6,1,Medium
5156,64,22,63,No,7,0,Medium
5156,64,28,64,Yes,9,1,Low
5156,64,20,75,Yes,6,2,Medium
5156,64,15,68,Yes,6,0,High
5156,64,20,68,No,6,0,High
5156,64,20,66,Yes,6,2,Medium
5156,64,13,71,Yes,10,0,Medium
5156,64,13,80,Yes,4,2,Medium
5156,64,7,73,Yes,6,3,Medium
5156,64,14,69,Yes,5,3,Low
5156,64,18,67,No,6,0,High
5156,64,17,71,Yes,6,0,Medium
5156,64,22,72,No,6,1,Medium
5156,64,23,64,No,6,1,Medium
5156,64,17,68,Yes,5,1,Medium
5156,64,14,70,Yes,9,0,Medium
5156,64,15,83,Yes,8,0,Medium
5156,64,13,78,Yes,9,0,High
5156,64,23,66,No,8,1,High
5156,64,15,88,Yes,8,1,Low
5156,64,24,60,Yes,5,1,High
5156,64,18,81,Yes,10,3,Medium
5156,64,17,77,No,7,1,High
5156,64,9,82,No,8,0,Medium
5156,64,13,77,No,6,3,High
5156,64,21,71,No,7,1,High
5156,64,18,78,Yes,9,0,High
5156,64,18,74,No,8,0,High
5156,64,21,63,No,10,1,High
5156,64,24,73,Yes,9,0,Medium
5156,64,11,73,Yes,9,1,High
5156,64,25,67,Yes,6,0,Medium
5156,64,18,66,No,9,1,Low
5156,64,18,85,No,7,0,Medium
5156,64,21,69,No,7,1,Medium
5156,64,18,62,Yes,8,4,Medium
5156,64,21,78,Yes,6,0,Low
5156,64,21,69,Yes,6,3,Low
5156,64,22,69,No,7,0,Medium
5156,64,18,61,Yes,5,3,High
5156,64,17,64,Yes,7,2,Low
5156,64,22,64,No,6,2,Medium
5156,64,25,63,Yes,9,3,Low
5156,64,19,69,Yes,6,1,Medium
5156,64,16,77,Yes,6,1,Medium
5156,64,25,70,Yes,9,0,Medium
5156,64,15,68,Yes,5,0,Medium
5156,64,19,82,No,6,1,High
5156,64,16,61,Yes,6,2,Medium
5156,64,15,73,No,7,2,Medium
5156,64,23,71,No,8,0,Medium
5156,64,16,82,No,7,0,Medium
5156,64,23,76,No,7,1,Medium
5156,64,20,75,No,7,0,Medium
5156,64,13,74,Yes,7,0,Medium
5156,64,24,67,Yes,6,0,Medium
5156,64,19,75,No,6,2,Medium
5156,64,20,80,No,6,0,High
5156,64,15,86,No,7,1,Medium
5156,64,13,66,Yes,6,3,Medium
5156,64,20,71,Yes,7,2,Medium
5156,64,17,79,No,7,1,Medium
5156,64,22,70,No,7,0,Medium
5156,64,13,84,Yes,9,0,Medium
5156,64,14,73,Yes,9,1,Medium
5156,64,17,77,Yes,6,1,Medium
5156,64,21,62,No,7,1,High
5156,64,15,64,Yes,9,1,Low
5156,64,16,76,No,6,1,Medium
5156,64,23,66,Yes,8,0,Medium
5156,64,19,72,Yes,5,3,Low
5156,64,21,77,Yes,7,0,High
5156,64,16,73,Yes,4,4,High
5156,64,12,69,Yes,7,1,Medium
5156,64,4,100,No,8,2,Medium
5156,64,24,60,No,6,1,Medium
5156,64,13,70,Yes,6,2,Medium
5156,64,13,71,No,7,0,Medium
5156,64,24,60,Yes,5,0,Low
5156,64,20,69,No,6,1,Medium
5156,64,26,67,No,8,2,Medium
5156,64,22,61,No,5,1,Medium
5156,64,14,79,Yes,8,0,High
5156,64,20,68,Yes,7,0,Medium
5156,64,19,72,Yes,5,1,Medium
5156,64,13,64,Yes,9,1,Medium
5156,64,22,64,No,6,1,Medium
5156,64,19,65,Yes,7,0,Medium
5156,64,20,65,Yes,8,0,Medium
5156,64,12,80,No,7,3,Medium
5156,64,22,63,No,5,2,Medium
5156,64,20,82,Yes,7,0,Medium
5156,64,16,63,No,9,2,High
5156,64,18,62,Yes,7,2,High
5156,64,13,84,No,7,0,Low
5156,64,12,72,Yes,8,1,Medium
5156,64,22,68,Yes,7,0,Medium
5156,64,17,68,Yes,5,4,Low
5156,64,15,74,Yes,8,1,Low
5156,64,22,69,Yes,6,0,High
5156,64,14,76,Yes,5,1,Medium
5156,64,11,81,Yes,6,2,Medium
5156,64,20,74,Yes,9,1,Medium
5156,64,21,62,Yes,7,2,High
5156,64,23,62,No,4,0,Low
5156,64,22,61,No,6,0,Medium
5156,64,18,75,Yes,7,1,Medium
5156,64,12,74,No,7,1,Medium
5156,64,24,61,Yes,8,1,Medium
5156,64,15,84,No,10,1,Low
5156,64,19,70,No,4,1,Medium
5156,64,16,73,Yes,7,1,High
5156,64,19,68,Yes,6,2,Medium
5156,64,23,63,Yes,9,0,Medium
5156,64,14,85,No,4,2,Medium
5156,64,18,66,Yes,5,0,Medium
5156,64,19,77,No,8,1,Medium
5156,64,11,84,No,5,1,Medium
5156,64,15,61,Yes,9,2,High
5156,64,7,84,Yes,7,3,Medium
5156,64,16,83,Yes,6,0,High
5156,64,25,65,No,7,1,High
5156,64,26,62,Yes,7,1,Medium
5156,64,19,65,Yes,5,1,Medium
5156,64,17,66,Yes,9,1,High
5156,64,17,71,No,8,3,High
5156,64,14,84,No,6,1,Medium
5156,64,23,74,No,9,0,Low
5156,64,14,71,No,4,0,Medium
5156,64,19,66,No,7,5,Low
5156,64,23,75,Yes,8,2,Medium
5156,64,16,70,Yes,6,0,High
5156,64,8,80,No,6,2,Medium
5156,64,18,69,Yes,9,3,Medium
5156,64,15,78,Yes,7,0,Low
5156,64,21,69,Yes,7,0,Medium
5156,64,23,71,Yes,8,1,Low
5156,64,26,64,No,5,2,Medium
5156,64,10,77,No,7,2,High
5156,64,28,66,No,10,0,High
5156,64,18,64,Yes,9,2,Medium
5156,64,15,73,No,8,1,Medium
5156,64,27,61,No,5,2,Low
5156,64,21,74,Yes,6,2,High
5156,64,21,79,No,8,1,Low
5156,64,22,71,No,7,1,Medium
5156,64,21,64,Yes,7,2,Low
5156,64,27,61,Yes,9,0,Medium
5156,64,19,74,Yes,5,1,High
5156,64,15,63,Yes,9,4,High
5156,64,15,91,No,6,1,High
5156,64,14,79,No,9,1,Medium
5156,64,27,68,No,4,0,High
5156,64,25,65,No,6,1,Medium
5156,64,12,76,Yes,9,2,High
5156,64,19,68,Yes,8,2,High
5156,64,17,72,No,7,4,Medium
5156,64,15,65,Yes,9,2,Low
5156,64,23,60,No,7,3,Medium
5156,64,23,68,No,6,1,Medium
5156,64,12,67,Yes,8,2,High
5156,64,19,84,Yes,8,0,Medium
5156,64,20,65,No,6,0,High
5156,64,17,73,Yes,6,2,Medium
5156,64,10,77,No,8,0,High
5156,64,14,68,Yes,5,2,Medium
5156,64,22,72,Yes,8,2,Medium
5156,64,12,82,No,5,2,Medium
5156,64,16,64,No,9,1,High
5156,64,20,66,No,9,1,High
5156,64,19,70,No,7,1,Low
5156,64,14,77,Yes,5,1,High
5156,64,22,73,No,8,1,Medium
5156,64,15,78,Yes,6,1,Medium
5156,64,19,65,No,8,1,High
5156,64,27,62,No,6,1,Medium
5156,64,25,63,No,8,1,Medium
5156,64,22,67,Yes,6,1,High
5156,64,11,76,Yes,8,1,High
5156,64,15,78,No,5,0,High
5156,64,17,71,No,8,2,Low
5156,64,22,65,Yes,7,2,Medium
5156,64,20,79,Yes,6,0,Medium
5156,64,8,82,Yes,5,0,Medium
5156,64,28,64,Yes,6,0,Low
5156,64,14,77,No,7,2,Medium
5156,64,15,72,Yes,8,0,Medium
5156,64,13,80,No,9,0,Medium
5156,64,12,68,No,8,3,Medium
5156,64,19,65,No,6,1,High
5156,64,11,84,Yes,6,2,Medium
5156,64,18,72,No,7,6,Medium
5156,64,10,73,Yes,8,3,Medium
5156,64,6,98,No,8,1,Medium
5156,64,19,66,No,8,3,Medium
5156,64,21,68,Yes,5,2,Medium
5156,64,9,91,No,10,0,Medium
5156,64,16,66,Yes,6,1,Medium
5156,64,21,69,No,7,3,Medium
5156,64,21,60,No,8,2,High
5156,64,17,72,No,8,1,Medium
5156,64,18,82,No,7,1,Medium
5156,64,20,63,Yes,8,2,Medium
5156,64,19,61,Yes,6,1,Medium
5156,64,18,84,No,5,0,Medium
5156,64,22,62,Yes,7,2,Low
5156,64,4,83,No,7,1,Low
5156,64,21,64,Yes,7,1,Medium
5156,64,20,63,No,8,4,Medium
5156,64,16,83,Yes,7,0,Medium
5156,64,19,70,No,5,1,High
5156,64,22,62,Yes,9,1,Low
5156,64,16,82,No,6,0,Medium
5156,64,11,91,No,5,0,Medium
5156,64,16,61,Yes,10,2,High
5156,64,22,66,No,6,1,Medium
5156,64,11,89,No,9,1,Low
5156,64,11,69,Yes,9,1,Medium
5156,64,15,67,Yes,5,1,High
5156,64,29,68,No,6,0,Medium
5156,64,18,78,No,7,0,Medium
5156,64,13,82,No,6,1,Low
5156,64,20,73,Yes,4,1,Medium
5156,64,22,64,No,7,0,High
5156,64,24,70,Yes,10,1,Medium
5156,64,11,76,No,6,3,Medium
5156,64,19,68,No,7,1,Medium
5156,64,14,87,Yes,8,0,High
5156,64,15,77,Yes,7,1,Medium
5156,64,20,69,Yes,8,1,High
5156,64,21,64,No,9,2,Medium
5156,64,22,67,Yes,6,1,Medium
5156,64,6,85,Yes,9,0,Medium
5156,64,17,70,No,8,2,High
5156,64,26,67,Yes,7,2,High
5156,64,20,62,Yes,6,3,Medium
5156,64,22,69,No,9,0,Medium
5156,64,23,68,Yes,5,1,Low
5156,64,22,66,Yes,10,1,Medium
5156,64,25,65,Yes,6,2,Medium
5156,64,15,74,No,6,2,Medium
5156,64,12,81,Yes,6,0,Medium
5156,64,17,83,No,8,0,Medium
5156,64,16,74,No,9,0,Medium
5156,64,25,61,No,9,2,Medium
5156,64,19,69,Yes,7,2,Low
5156,64,23,64,Yes,5,3,Medium
5156,64,20,74,No,6,1,
5156,64,28,61,Yes,6,0,High
5156,64,19,67,No,9,0,Medium
5156,64,19,77,Yes,7,2,Medium
5156,64,24,62,Yes,7,1,High
5156,64,20,62,Yes,4,1,Medium
5156,64,15,67,Yes,4,0,
5156,64,18,71,Yes,4,1,Medium
5156,64,18,64,Yes,8,2,Medium
5156,64,24,62,No,7,1,Low
5156,64,24,60,Yes,8,2,Low
5156,64,18,65,No,6,1,High
5156,64,20,64,No,6,0,High
5156,64,27,68,No,8,2,High
5156,64,14,94,Yes,6,0,Low
5156,64,18,64,Yes,9,1,High
5156,64,15,68,No,5,1,Medium
5156,64,9,78,No,7,3,Medium
5156,64,21,69,Yes,7,0,Medium
5156,64,16,71,Yes,6,4,Medium
5156,64,17,67,No,5,3,Medium
5156,64,19,69,Yes,7,2,
5156,64,14,82,Yes,8,0,Medium
5156,64,17,64,Yes,8,3,Medium
5156,64,19,72,No,6,0,High
5156,64,12,77,No,7,2,High
5156,64,11,73,Yes,7,3,High
5156,64,24,66,No,6,0,High
5156,64,17,73,No,6,4,Medium
5156,64,19,77,Yes,4,0,Low
5156,64,11,90,Yes,8,1,High
5156,64,21,71,No,8,1,Medium
5657,63,17,65,Yes,5,2,Medium
5657,63,16,83,No,6,0,Low
5657,63,12,72,Yes,8,1,Medium
5657,63,9,77,No,5,2,High
5657,63,26,70,Yes,8,1,Low
5657,63,19,67,No,5,1,Low
5657,63,8,77,Yes,6,0,Medium
5657,63,20,60,No,7,2,High
5657,63,14,66,No,7,3,High
5657,63,23,71,Yes,9,1,Medium
5657,63,20,67,Yes,7,0,Medium
5657,63,16,71,Yes,5,1,Medium
5657,63,23,61,No,9,4,Medium
5657,63,14,68,No,6,1,Medium
5657,63,11,68,No,6,2,Medium
5657,63,16,67,No,8,0,Low
5657,63,22,63,No,8,3,Medium
5657,63,24,60,No,6,4,High
5657,63,18,80,No,8,2,Low
5657,63,15,64,Yes,6,2,Medium
5657,63,19,70,No,7,3,Low
5657,63,22,67,No,7,1,Medium
5657,63,21,68,No,8,0,Medium
